matter_id,practice_area,partner,associate,client_id,client_type,office,open_date,close_date,status,duration_days,actual_hours,recorded_hours,recording_rate,hourly_rate,potential_fees_bwp,billed_fees_bwp,disbursements_bwp,outstanding_bwp,leakage_bwp,satisfaction,year
MLA-0729,Employment Law,Partner_Mmolawa,Associate_07,CLT-118,Government / Parastatal,Gaborone,2022-06-11,2022-08-03,Completed,53,50.3,32.7,0.65,2200,110579.0,71872.0,8268.0,0.0,38707.0,5.0,2022
MLA-0730,Employment Law,Partner_Mmolawa,Associate_20,CLT-051,Large Corporate,Francistown,2018-09-25,2018-12-17,Completed,83,51.6,39.3,0.762,2200,113551.0,86484.0,5757.0,43242.0,27067.0,,2018
MLA-0731,Regulatory & Compliance,Partner_Gaobuse,Associate_07,CLT-096,Government / Parastatal,Francistown,2018-04-05,2018-09-10,Completed,158,77.5,77.5,0.999,2600,201620.0,201379.0,24021.0,0.0,241.0,4.6,2018
MLA-0732,Property & Conveyancing,Partner_Molao,Associate_11,CLT-030,Government / Parastatal,Maun,2022-07-25,2022-09-11,Completed,48,21.9,17.0,0.776,1800,39416.0,30601.0,3386.0,0.0,8816.0,,2022
MLA-0733,Regulatory & Compliance,Partner_Setlhabi,Associate_02,CLT-009,Government / Parastatal,Gaborone,2022-09-17,2022-11-12,Completed,56,48.1,37.9,0.787,2600,125083.0,98437.0,9936.0,0.0,26646.0,,2022
MLA-0734,Mining & Resources,Partner_Setlhabi,Associate_14,CLT-114,Government / Parastatal,Francistown,2020-10-20,2021-08-11,Completed,295,157.2,110.7,0.704,3800,597269.0,420736.0,24474.0,0.0,176534.0,3.2,2020
MLA-0735,Property & Conveyancing,Partner_Gaobuse,Associate_11,CLT-095,High-Net-Worth Individual,Gaborone,2020-10-09,2020-11-03,Completed,25,21.2,16.1,0.757,1800,38186.0,28923.0,2728.0,0.0,9262.0,3.3,2020
MLA-0736,Mining & Resources,Partner_Thapelo,Associate_20,CLT-031,Large Corporate,Gaborone,2019-01-27,2020-02-22,Completed,391,94.7,79.5,0.839,3800,359744.0,301992.0,18458.0,0.0,57752.0,3.9,2019
MLA-0737,Litigation,Partner_Molao,Associate_05,CLT-002,Large Corporate,Francistown,2022-12-16,2023-07-14,Completed,210,68.6,49.3,0.718,2800,192024.0,137962.0,14643.0,0.0,54062.0,3.0,2022
MLA-0738,Commercial Law,Partner_Mmolawa,Associate_04,CLT-059,SME,Gaborone,2022-08-11,2022-12-27,Completed,138,94.5,64.1,0.679,3200,302385.0,205183.0,27857.0,0.0,97202.0,2.2,2022
MLA-0739,Mining & Resources,Partner_Thapelo,Associate_04,CLT-015,Government / Parastatal,Francistown,2018-04-17,2019-01-22,Completed,280,208.1,165.6,0.796,3800,790597.0,629149.0,47200.0,0.0,161448.0,4.3,2018
MLA-0740,Commercial Law,Partner_Setlhabi,Associate_19,CLT-005,Large Corporate,Gaborone,2023-09-16,2023-11-17,Completed,62,91.3,65.7,0.719,3200,292296.0,210175.0,30307.0,0.0,82122.0,3.3,2023
MLA-0741,Mining & Resources,Partner_Thapelo,Associate_10,CLT-054,Government / Parastatal,Gaborone,2023-10-03,2024-12-05,Completed,429,144.3,133.4,0.925,3800,548257.0,506992.0,45860.0,253496.0,41265.0,,2023
MLA-0742,Commercial Law,Partner_Molao,Associate_11,CLT-010,Mining Company,Gaborone,2018-02-03,2018-07-11,Completed,158,85.6,72.0,0.841,3200,274029.0,230367.0,15849.0,0.0,43662.0,,2018
MLA-0743,Property & Conveyancing,Partner_Gaobuse,Associate_12,CLT-007,Government / Parastatal,Francistown,2020-03-31,2020-05-11,Completed,41,27.4,24.7,0.903,1800,49330.0,44539.0,2623.0,0.0,4791.0,2.3,2020
MLA-0744,Employment Law,Partner_Mmolawa,Associate_11,CLT-097,Financial Institution,Gaborone,2024-05-07,2024-06-05,Completed,29,20.3,17.2,0.849,2200,44637.0,37913.0,3959.0,0.0,6724.0,4.0,2024
MLA-0745,Mining & Resources,Partner_Thapelo,Associate_08,CLT-108,SME,Gaborone,2020-07-02,2020-10-20,Completed,110,235.6,201.9,0.857,3800,895321.0,767085.0,59609.0,0.0,128236.0,,2020
MLA-0746,Mining & Resources,Partner_Mmolawa,Associate_07,CLT-025,Large Corporate,Francistown,2018-01-28,2018-09-27,Completed,242,262.7,186.2,0.709,3800,998080.0,707538.0,38138.0,0.0,290542.0,3.6,2018
MLA-0747,Commercial Law,Partner_Molao,Associate_12,CLT-002,Large Corporate,Francistown,2018-05-02,2018-09-01,Completed,122,133.0,100.6,0.757,3200,425483.0,321907.0,25258.0,0.0,103576.0,3.6,2018
MLA-0748,Mining & Resources,Partner_Thapelo,Associate_07,CLT-001,Financial Institution,Francistown,2020-12-08,2021-01-18,Completed,41,137.6,125.5,0.912,3800,522943.0,477037.0,65864.0,0.0,45906.0,,2020
MLA-0749,Commercial Law,Partner_Gaobuse,Associate_15,CLT-008,Large Corporate,Francistown,2022-03-06,2022-06-21,Active,107,63.6,57.8,0.908,3200,203537.0,184898.0,32731.0,184898.0,18638.0,,2022
MLA-0750,Regulatory & Compliance,Partner_Molao,Associate_04,CLT-005,Large Corporate,Gaborone,2019-06-20,2019-10-11,Completed,113,42.5,38.9,0.914,2600,110608.0,101080.0,10024.0,0.0,9529.0,3.9,2019
MLA-0751,Regulatory & Compliance,Partner_Setlhabi,Associate_02,CLT-083,Large Corporate,Gaborone,2024-08-02,2024-10-29,Completed,88,59.9,42.1,0.703,2600,155700.0,109382.0,16697.0,0.0,46318.0,3.6,2024
MLA-0752,Mining & Resources,Partner_Thapelo,Associate_19,CLT-102,Large Corporate,Gaborone,2020-05-07,2020-10-23,Completed,169,230.9,199.9,0.865,3800,877556.0,759491.0,116073.0,0.0,118065.0,4.8,2020
MLA-0753,Litigation,Partner_Thapelo,Associate_12,CLT-040,Mining Company,Maun,2023-03-17,2023-11-13,Completed,241,135.2,98.1,0.726,2800,378474.0,274637.0,32493.0,0.0,103836.0,,2023
MLA-0754,Property & Conveyancing,Partner_Gaobuse,Associate_19,CLT-064,Government / Parastatal,Gaborone,2020-04-28,2020-06-30,Completed,63,34.9,27.5,0.788,1800,62893.0,49555.0,8038.0,0.0,13338.0,4.1,2020
MLA-0755,Regulatory & Compliance,Partner_Thapelo,Associate_06,CLT-110,Government / Parastatal,Gaborone,2022-03-13,2022-06-11,Completed,90,71.5,53.3,0.745,2600,185983.0,138540.0,20464.0,0.0,47443.0,3.8,2022
MLA-0756,Litigation,Partner_Setlhabi,Associate_17,CLT-060,Large Corporate,Gaborone,2022-10-12,2023-06-19,Completed,250,84.0,64.4,0.767,2800,235081.0,180303.0,17629.0,0.0,54778.0,3.8,2022
MLA-0757,Commercial Law,Partner_Molao,Associate_09,CLT-064,Government / Parastatal,Gaborone,2022-01-10,2022-04-05,Completed,85,78.8,74.2,0.942,3200,252187.0,237558.0,27374.0,0.0,14629.0,2.5,2022
MLA-0758,Litigation,Partner_Setlhabi,Associate_04,CLT-003,Mining Company,Gaborone,2018-06-06,2019-02-09,Completed,248,113.1,89.4,0.79,2800,316715.0,250307.0,34483.0,0.0,66408.0,,2018
MLA-0759,Mining & Resources,Partner_Setlhabi,Associate_20,CLT-120,Large Corporate,Gaborone,2024-02-03,2024-07-28,Completed,176,211.2,185.9,0.88,3800,802522.0,706577.0,62837.0,176644.0,95945.0,,2024
MLA-0760,Litigation,Partner_Setlhabi,Associate_19,CLT-082,Financial Institution,Maun,2018-02-18,2018-07-24,Completed,156,202.0,156.0,0.772,2800,565655.0,436750.0,65054.0,0.0,128905.0,4.5,2018
MLA-0761,Litigation,Partner_Setlhabi,Associate_16,CLT-008,Large Corporate,Francistown,2024-08-01,2025-01-25,Completed,177,160.9,136.7,0.849,2800,450611.0,382726.0,55084.0,0.0,67885.0,,2024
MLA-0762,Litigation,Partner_Setlhabi,Associate_14,CLT-007,Government / Parastatal,Francistown,2023-01-18,2023-05-23,Completed,125,227.0,196.5,0.866,2800,635573.0,550294.0,37455.0,275147.0,85278.0,4.4,2023
MLA-0763,Employment Law,Partner_Mmolawa,Associate_12,CLT-015,Government / Parastatal,Francistown,2022-09-13,2022-11-10,Completed,58,74.3,53.7,0.724,2200,163375.0,118221.0,17635.0,29555.0,45154.0,4.5,2022
MLA-0764,Property & Conveyancing,Partner_Gaobuse,Associate_02,CLT-108,SME,Gaborone,2019-09-22,2019-11-26,On Hold,65,25.5,25.4,0.995,1800,45989.0,45749.0,5667.0,11437.0,240.0,,2019
MLA-0765,Regulatory & Compliance,Partner_Thapelo,Associate_13,CLT-117,Large Corporate,Francistown,2020-04-16,2020-08-07,Completed,113,70.9,65.4,0.922,2600,184398.0,170000.0,17040.0,0.0,14398.0,4.4,2020
MLA-0766,Regulatory & Compliance,Partner_Gaobuse,Associate_03,CLT-006,Large Corporate,Gaborone,2024-03-14,2024-04-29,Active,46,83.1,64.5,0.776,2600,215935.0,167672.0,21535.0,0.0,48263.0,,2024
MLA-0767,Commercial Law,Partner_Mmolawa,Associate_10,CLT-007,Government / Parastatal,Francistown,2021-04-07,2021-05-07,Completed,30,123.8,96.4,0.778,3200,396173.0,308357.0,17721.0,0.0,87816.0,4.5,2021
MLA-0768,Mining & Resources,Partner_Thapelo,Associate_06,CLT-119,High-Net-Worth Individual,Gaborone,2019-06-13,2019-11-29,Completed,169,278.9,227.8,0.817,3800,1059704.0,865561.0,51015.0,865561.0,194142.0,,2019
MLA-0769,Commercial Law,Partner_Molao,Associate_14,CLT-091,SME,Gaborone,2023-04-29,2023-06-18,Completed,50,72.8,54.3,0.746,3200,232890.0,173717.0,15694.0,0.0,59173.0,,2023
MLA-0770,Property & Conveyancing,Partner_Gaobuse,Associate_05,CLT-032,Large Corporate,Gaborone,2022-06-24,2022-08-14,Completed,51,25.9,23.1,0.893,1800,46609.0,41627.0,3861.0,0.0,4981.0,3.9,2022
MLA-0771,Property & Conveyancing,Partner_Gaobuse,Associate_03,CLT-010,Mining Company,Gaborone,2023-02-13,2023-05-15,Active,91,40.8,33.6,0.823,1800,73514.0,60478.0,9253.0,0.0,13036.0,,2023
MLA-0772,Mining & Resources,Partner_Mmolawa,Associate_08,CLT-006,Large Corporate,Gaborone,2024-12-05,,Active,116,160.6,127.8,0.796,3800,610463.0,485672.0,53190.0,242836.0,124791.0,,2024
MLA-0773,Commercial Law,Partner_Molao,Associate_13,CLT-072,SME,Gaborone,2018-06-28,2018-08-27,Active,60,34.9,26.8,0.767,3200,111737.0,85733.0,7338.0,0.0,26003.0,,2018
MLA-0774,Litigation,Partner_Setlhabi,Associate_16,CLT-026,Government / Parastatal,Gaborone,2024-03-14,,Active,382,187.3,128.4,0.686,2800,524378.0,359630.0,35220.0,89908.0,164748.0,,2024
MLA-0775,Property & Conveyancing,Partner_Mmolawa,Associate_15,CLT-006,Large Corporate,Gaborone,2020-04-29,2020-06-02,Completed,34,15.9,11.8,0.742,1800,28626.0,21253.0,1265.0,5313.0,7374.0,,2020
MLA-0776,Litigation,Partner_Setlhabi,Associate_07,CLT-024,Large Corporate,Gaborone,2018-02-13,2018-11-06,Completed,266,138.7,99.5,0.718,2800,388377.0,278718.0,18881.0,69680.0,109659.0,2.9,2018
MLA-0777,Property & Conveyancing,Partner_Gaobuse,Associate_08,CLT-075,SME,Maun,2022-11-28,2023-01-14,Active,47,32.2,24.6,0.766,1800,57880.0,44353.0,7070.0,0.0,13527.0,,2022
MLA-0778,Commercial Law,Partner_Molao,Associate_10,CLT-004,Government / Parastatal,Gaborone,2022-05-20,2022-09-06,Completed,109,84.6,63.3,0.748,3200,270624.0,202555.0,10423.0,0.0,68070.0,3.5,2022
MLA-0779,Commercial Law,Partner_Molao,Associate_18,CLT-007,Government / Parastatal,Francistown,2018-07-15,2018-10-09,Active,86,72.0,66.6,0.925,3200,230456.0,213134.0,28418.0,53284.0,17322.0,,2018
MLA-0780,Regulatory & Compliance,Partner_Mmolawa,Associate_10,CLT-032,Large Corporate,Gaborone,2024-09-16,2024-12-27,Completed,102,63.0,39.4,0.625,2600,163773.0,102373.0,15328.0,51187.0,61400.0,3.3,2024
MLA-0781,Litigation,Partner_Setlhabi,Associate_14,CLT-001,Financial Institution,Francistown,2018-03-01,2018-12-19,Completed,293,218.3,161.3,0.739,2800,611334.0,451734.0,61871.0,0.0,159601.0,,2018
MLA-0782,Mining & Resources,Partner_Setlhabi,Associate_06,CLT-002,Large Corporate,Francistown,2023-10-01,2024-10-18,Completed,383,179.3,122.4,0.682,3800,681402.0,465050.0,57232.0,0.0,216352.0,3.3,2023
MLA-0783,Property & Conveyancing,Partner_Molao,Associate_08,CLT-007,Government / Parastatal,Francistown,2021-12-31,2022-02-20,Completed,51,39.5,31.2,0.789,1800,71094.0,56119.0,7577.0,0.0,14975.0,3.7,2021
MLA-0784,Litigation,Partner_Setlhabi,Associate_09,CLT-064,Government / Parastatal,Gaborone,2022-02-20,2022-05-20,Active,89,161.9,108.0,0.667,2800,453427.0,302349.0,31276.0,75587.0,151078.0,,2022
MLA-0785,Property & Conveyancing,Partner_Thapelo,Associate_19,CLT-006,Large Corporate,Gaborone,2019-01-24,2019-02-16,On Hold,23,17.0,14.1,0.833,1800,30524.0,25425.0,3573.0,6356.0,5099.0,,2019
MLA-0786,Regulatory & Compliance,Partner_Setlhabi,Associate_11,CLT-006,Large Corporate,Gaborone,2021-07-26,2022-02-14,Completed,203,68.3,61.2,0.897,2600,177455.0,159105.0,9352.0,0.0,18350.0,,2021
MLA-0787,Property & Conveyancing,Partner_Gaobuse,Associate_08,CLT-041,High-Net-Worth Individual,Francistown,2018-02-24,2018-05-08,Completed,73,49.9,39.5,0.792,1800,89760.0,71045.0,11835.0,0.0,18715.0,,2018
MLA-0788,Mining & Resources,Partner_Thapelo,Associate_02,CLT-005,Large Corporate,Gaborone,2023-08-05,2023-10-27,Completed,83,235.1,177.6,0.756,3800,893225.0,674953.0,51681.0,0.0,218271.0,,2023
MLA-0789,Property & Conveyancing,Partner_Gaobuse,Associate_05,CLT-009,Government / Parastatal,Gaborone,2018-06-12,2018-07-22,On Hold,40,22.7,19.7,0.87,1800,40827.0,35528.0,4769.0,0.0,5299.0,,2018
MLA-0790,Commercial Law,Partner_Gaobuse,Associate_11,CLT-008,Large Corporate,Francistown,2024-01-19,2024-05-07,Active,109,66.5,49.4,0.743,3200,212895.0,158131.0,28225.0,39533.0,54765.0,,2024
MLA-0791,Employment Law,Partner_Mmolawa,Associate_13,CLT-044,SME,Gaborone,2020-01-22,2020-02-07,Completed,16,45.9,33.4,0.728,2200,101007.0,73484.0,11984.0,0.0,27523.0,4.0,2020
MLA-0792,Employment Law,Partner_Mmolawa,Associate_07,CLT-005,Large Corporate,Gaborone,2019-12-13,2020-03-09,Active,87,34.3,26.2,0.763,2200,75569.0,57635.0,9863.0,0.0,17934.0,,2019
MLA-0793,Commercial Law,Partner_Molao,Associate_10,CLT-006,Large Corporate,Gaborone,2020-03-20,2020-05-15,Completed,56,146.7,112.8,0.769,3200,469453.0,360850.0,29722.0,0.0,108603.0,2.0,2020
MLA-0794,Employment Law,Partner_Mmolawa,Associate_16,CLT-003,Mining Company,Gaborone,2022-01-12,2022-05-07,Completed,115,49.5,35.5,0.717,2200,108888.0,78093.0,8386.0,0.0,30795.0,,2022
MLA-0795,Mining & Resources,Partner_Mmolawa,Associate_01,CLT-082,Financial Institution,Maun,2022-10-17,2023-03-18,Completed,152,337.1,277.7,0.824,3800,1280920.0,1055281.0,179186.0,0.0,225639.0,4.1,2022
MLA-0796,Employment Law,Partner_Mmolawa,Associate_15,CLT-010,Mining Company,Gaborone,2021-03-06,2021-05-21,Completed,76,46.0,32.8,0.712,2200,101294.0,72100.0,4279.0,0.0,29195.0,5.0,2021
MLA-0797,Commercial Law,Partner_Molao,Associate_01,CLT-098,High-Net-Worth Individual,Maun,2022-03-13,2022-06-20,Active,99,40.3,33.6,0.834,3200,128917.0,107484.0,18513.0,107484.0,21433.0,,2022
MLA-0798,Litigation,Partner_Setlhabi,Associate_19,CLT-003,Mining Company,Gaborone,2018-06-09,2019-05-19,Completed,344,162.9,146.6,0.9,2800,456168.0,410618.0,70288.0,0.0,45549.0,,2018
MLA-0799,Regulatory & Compliance,Partner_Gaobuse,Associate_17,CLT-074,SME,Gaborone,2022-02-17,2022-08-11,Completed,175,67.2,61.7,0.918,2600,174796.0,160486.0,27354.0,40121.0,14310.0,3.1,2022
MLA-0800,Commercial Law,Partner_Molao,Associate_05,CLT-009,Government / Parastatal,Gaborone,2023-02-09,2023-04-27,Completed,77,93.0,88.7,0.953,3200,297621.0,283718.0,23311.0,0.0,13903.0,,2023
